Assembly_name	Original_file_name	taxid	num_SCG_hits	uniq_SCG_hits	perc_comp	perc_redund
GCA_001180265.1_CLC_assembled_contigs_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_001180265.1_CLC_assembled_contigs_genomic_prodigal_proteins.faa	NA	215	213	85.66	0.80
GCA_001180245.1_CLC_assembled_contigs_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_001180245.1_CLC_assembled_contigs_genomic_prodigal_proteins.faa	NA	212	204	84.46	3.19
GCA_000760255.1_ASM76025v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000760255.1_ASM76025v1_genomic_prodigal_proteins.faa	NA	238	237	94.82	0.40
GCA_000760275.1_ASM76027v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000760275.1_ASM76027v1_genomic_prodigal_proteins.faa	NA	237	237	94.42	0.00
GCA_000760355.1_ASM76035v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000760355.1_ASM76035v1_genomic_prodigal_proteins.faa	NA	238	238	94.82	0.00
GCA_001180305.1_CLC_assembled_contigs_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_001180305.1_CLC_assembled_contigs_genomic_prodigal_proteins.faa	NA	225	222	89.64	1.20
GCA_001180325.1_CLC_assembled_contigs_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_001180325.1_CLC_assembled_contigs_genomic_prodigal_proteins.faa	NA	217	214	86.45	1.20
GCA_001632025.1_ASM163202v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_001632025.1_ASM163202v1_genomic_prodigal_proteins.faa	NA	237	237	94.42	0.00
GCA_001632005.1_ASM163200v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_001632005.1_ASM163200v1_genomic_prodigal_proteins.faa	NA	237	236	94.42	0.40
GCA_001632045.1_ASM163204v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_001632045.1_ASM163204v1_genomic_prodigal_proteins.faa	NA	238	236	94.82	0.80
GCA_001632065.1_ASM163206v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_001632065.1_ASM163206v1_genomic_prodigal_proteins.faa	NA	238	236	94.82	0.80
GCA_002812945.1_ASM281294v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_002812945.1_ASM281294v1_genomic_prodigal_proteins.faa	NA	241	241	96.02	0.00
GCA_003208055.1_ASM320805v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_003208055.1_ASM320805v1_genomic_prodigal_proteins.faa	NA	233	231	92.83	0.80
GCA_001632145.1_ASM163214v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_001632145.1_ASM163214v1_genomic_prodigal_proteins.faa	NA	238	238	94.82	0.00
GCA_003208065.1_ASM320806v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_003208065.1_ASM320806v1_genomic_prodigal_proteins.faa	NA	234	232	93.23	0.80
GCA_001632075.1_ASM163207v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_001632075.1_ASM163207v1_genomic_prodigal_proteins.faa	NA	236	235	94.02	0.40
GCA_001632125.1_ASM163212v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_001632125.1_ASM163212v1_genomic_prodigal_proteins.faa	NA	237	236	94.42	0.40
GCA_000332315.1_ASM33231v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000332315.1_ASM33231v1_genomic_prodigal_proteins.faa	NA	245	244	97.61	0.80
GCA_000341585.2_ASM34158v2_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000341585.2_ASM34158v2_genomic_prodigal_proteins.faa	NA	231	222	92.03	3.59
GCA_002282955.1_ASM228295v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_002282955.1_ASM228295v1_genomic_prodigal_proteins.faa	NA	239	239	95.22	0.00
GCA_000011385.1_ASM1138v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000011385.1_ASM1138v1_genomic_prodigal_proteins.faa	NA	235	228	93.63	2.79
GCA_003242035.1_ASM324203v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_003242035.1_ASM324203v1_genomic_prodigal_proteins.faa	NA	244	233	97.21	4.38
GCA_003249155.1_ASM324915v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_003249155.1_ASM324915v1_genomic_prodigal_proteins.faa	NA	236	228	94.02	3.59
GCA_000312705.1_ASM31270v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000312705.1_ASM31270v1_genomic_prodigal_proteins.faa	NA	240	237	95.62	1.20
GCA_003249105.1_ASM324910v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_003249105.1_ASM324910v1_genomic_prodigal_proteins.faa	NA	236	230	94.02	2.39
GCA_003249025.1_ASM324902v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_003249025.1_ASM324902v1_genomic_prodigal_proteins.faa	NA	242	237	96.41	1.99
GCA_000316645.1_ASM31664v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000316645.1_ASM31664v1_genomic_prodigal_proteins.faa	NA	246	243	98.01	1.20
GCA_000317435.1_ASM31743v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000317435.1_ASM31743v1_genomic_prodigal_proteins.faa	NA	246	244	98.01	0.80
GCA_000316515.1_ASM31651v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000316515.1_ASM31651v1_genomic_prodigal_proteins.faa	NA	250	250	99.60	0.00
GCA_001597855.1_ASM159785v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_001597855.1_ASM159785v1_genomic_prodigal_proteins.faa	NA	246	242	98.01	1.59
GCA_002412335.2_ASM241233v2_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_002412335.2_ASM241233v2_genomic_prodigal_proteins.faa	NA	227	225	90.44	0.80
GCA_000317025.1_ASM31702v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000317025.1_ASM31702v1_genomic_prodigal_proteins.faa	NA	246	239	98.01	2.79
GCA_000464745.1_NC405_1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000464745.1_NC405_1_genomic_prodigal_proteins.faa	NA	242	237	96.41	1.99
GCA_000464805.1_NC540_1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000464805.1_NC540_1_genomic_prodigal_proteins.faa	NA	242	238	96.41	1.59
GCA_000314005.1_ASM31400v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000314005.1_ASM31400v1_genomic_prodigal_proteins.faa	NA	245	240	97.61	1.99
GCA_000464765.1_NC406_1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000464765.1_NC406_1_genomic_prodigal_proteins.faa	NA	242	234	96.41	3.19
GCA_000464845.1_NC98_2_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000464845.1_NC98_2_genomic_prodigal_proteins.faa	NA	242	237	96.41	2.39
GCA_001904615.1_ASM190461v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_001904615.1_ASM190461v1_genomic_prodigal_proteins.faa	NA	243	239	96.81	1.59
GCA_000317125.1_ASM31712v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000317125.1_ASM31712v1_genomic_prodigal_proteins.faa	NA	247	241	98.41	2.79
GCA_000464785.1_NC407_1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000464785.1_NC407_1_genomic_prodigal_proteins.faa	NA	240	239	95.62	0.40
GCA_000317635.1_ASM31763v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000317635.1_ASM31763v1_genomic_prodigal_proteins.faa	NA	244	242	97.21	0.80
GCA_000331305.1_ASM33130v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000331305.1_ASM33130v1_genomic_prodigal_proteins.faa	NA	239	228	95.22	4.38
GCA_001623485.1_ASM162348v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_001623485.1_ASM162348v1_genomic_prodigal_proteins.faa	NA	242	238	96.41	1.59
GCA_000169135.1_ASM16913v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000169135.1_ASM16913v1_genomic_prodigal_proteins.faa	NA	239	231	95.22	3.19
GCA_003054475.1_ASM305447v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_003054475.1_ASM305447v1_genomic_prodigal_proteins.faa	NA	242	239	96.41	1.20
GCA_000346485.2_ASM34648v2_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000346485.2_ASM34648v2_genomic_prodigal_proteins.faa	NA	245	228	97.61	6.77
GCA_000155555.1_ASM15555v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000155555.1_ASM15555v1_genomic_prodigal_proteins.faa	NA	245	239	97.61	2.39
GCA_001904725.1_ASM190472v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_001904725.1_ASM190472v1_genomic_prodigal_proteins.faa	NA	241	231	96.02	4.38
GCA_001586755.1_ASM158675v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_001586755.1_ASM158675v1_genomic_prodigal_proteins.faa	NA	243	243	96.81	0.00
GCA_000175835.1_ASM17583v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000175835.1_ASM17583v1_genomic_prodigal_proteins.faa	NA	244	242	97.21	1.20
GCA_001858115.1_ASM185811v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_001858115.1_ASM185811v1_genomic_prodigal_proteins.faa	NA	236	233	94.02	1.20
GCA_001676585.1_ASM167658v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_001676585.1_ASM167658v1_genomic_prodigal_proteins.faa	NA	244	242	97.21	1.20
GCA_001858125.1_ASM185812v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_001858125.1_ASM185812v1_genomic_prodigal_proteins.faa	NA	236	233	94.02	1.59
GCA_002027345.1_ASM202734v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_002027345.1_ASM202734v1_genomic_prodigal_proteins.faa	NA	241	236	96.02	1.99
GCA_002114155.1_ASM211415v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_002114155.1_ASM211415v1_genomic_prodigal_proteins.faa	NA	245	245	97.61	0.00
GCA_002321935.1_ASM232193v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_002321935.1_ASM232193v1_genomic_prodigal_proteins.faa	NA	242	204	96.41	17.53
GCA_002321945.1_ASM232194v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_002321945.1_ASM232194v1_genomic_prodigal_proteins.faa	NA	243	209	96.81	14.74
GCA_002893125.1_ASM289312v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_002893125.1_ASM289312v1_genomic_prodigal_proteins.faa	NA	244	243	97.21	0.40
GCA_002893145.1_ASM289314v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_002893145.1_ASM289314v1_genomic_prodigal_proteins.faa	NA	244	243	97.21	0.40
GCA_900009275.1_AAI_PRJEB10990_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_900009275.1_AAI_PRJEB10990_genomic_prodigal_proteins.faa	NA	241	236	96.02	2.79
GCA_002893155.1_ASM289315v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_002893155.1_ASM289315v1_genomic_prodigal_proteins.faa	NA	245	244	97.61	0.40
GCA_002893185.1_ASM289318v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_002893185.1_ASM289318v1_genomic_prodigal_proteins.faa	NA	244	240	97.21	1.99
GCA_002893245.1_ASM289324v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_002893245.1_ASM289324v1_genomic_prodigal_proteins.faa	NA	245	243	97.61	1.20
GCA_002893205.1_ASM289320v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_002893205.1_ASM289320v1_genomic_prodigal_proteins.faa	NA	245	243	97.61	1.20
GCA_002893215.1_ASM289321v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_002893215.1_ASM289321v1_genomic_prodigal_proteins.faa	NA	245	241	97.61	1.99
GCA_002893265.1_ASM289326v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_002893265.1_ASM289326v1_genomic_prodigal_proteins.faa	NA	244	242	97.21	1.20
GCA_002893285.1_ASM289328v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_002893285.1_ASM289328v1_genomic_prodigal_proteins.faa	NA	244	242	97.21	1.20
GCA_000317065.1_ASM31706v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000317065.1_ASM31706v1_genomic_prodigal_proteins.faa	NA	237	231	94.42	2.39
GCA_000317205.1_FisPCC7414_1.0_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000317205.1_FisPCC7414_1.0_genomic_prodigal_proteins.faa	NA	244	235	97.21	3.59
GCA_002870665.1_ASM287066v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_002870665.1_ASM287066v1_genomic_prodigal_proteins.faa	NA	245	236	97.61	3.59
GCA_000317245.1_FisPCC73103_1.0_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000317245.1_FisPCC73103_1.0_genomic_prodigal_proteins.faa	NA	247	236	98.41	4.38
GCA_002368035.1_ASM236803v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_002368035.1_ASM236803v1_genomic_prodigal_proteins.faa	NA	245	240	97.61	1.99
GCA_002607955.1_ASM260795v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_002607955.1_ASM260795v1_genomic_prodigal_proteins.faa	NA	245	237	97.61	3.19
GCA_002607925.1_ASM260792v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_002607925.1_ASM260792v1_genomic_prodigal_proteins.faa	NA	244	237	97.21	2.79
GCA_002608015.1_ASM260801v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_002608015.1_ASM260801v1_genomic_prodigal_proteins.faa	NA	243	237	96.81	2.39
GCA_002607965.1_ASM260796v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_002607965.1_ASM260796v1_genomic_prodigal_proteins.faa	NA	245	239	97.61	2.39
GCA_002608075.1_ASM260807v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_002608075.1_ASM260807v1_genomic_prodigal_proteins.faa	NA	245	239	97.61	2.39
GCA_002608105.1_ASM260810v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_002608105.1_ASM260810v1_genomic_prodigal_proteins.faa	NA	245	239	97.61	2.39
GCA_000332035.1_ASM33203v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000332035.1_ASM33203v1_genomic_prodigal_proteins.faa	NA	243	240	96.81	1.20
GCA_000317655.1_ASM31765v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000317655.1_ASM31765v1_genomic_prodigal_proteins.faa	NA	246	245	98.01	0.40
GCA_000332355.1_ASM33235v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000332355.1_ASM33235v1_genomic_prodigal_proteins.faa	NA	226	217	90.04	4.78
GCA_000317575.1_ASM31757v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000317575.1_ASM31757v1_genomic_prodigal_proteins.faa	NA	248	245	98.80	1.20
GCA_000332055.1_ASM33205v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000332055.1_ASM33205v1_genomic_prodigal_proteins.faa	NA	247	243	98.41	1.99
GCA_000316575.1_ASM31657v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000316575.1_ASM31657v1_genomic_prodigal_proteins.faa	NA	244	239	97.21	1.99
GCA_002608135.1_ASM260813v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_002608135.1_ASM260813v1_genomic_prodigal_proteins.faa	NA	244	238	97.21	2.79
GCA_002608145.1_ASM260814v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_002608145.1_ASM260814v1_genomic_prodigal_proteins.faa	NA	244	237	97.21	2.79
GCA_002608225.1_ASM260822v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_002608225.1_ASM260822v1_genomic_prodigal_proteins.faa	NA	245	236	97.61	3.59
GCA_000426905.1_Dcir131C_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000426905.1_Dcir131C_genomic_prodigal_proteins.faa	NA	243	241	96.81	1.20
GCA_000009705.1_ASM970v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000009705.1_ASM970v1_genomic_prodigal_proteins.faa	NA	246	237	98.01	3.98
GCA_002608345.1_ASM260834v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_002608345.1_ASM260834v1_genomic_prodigal_proteins.faa	NA	243	237	96.81	2.39
GCA_002608275.1_ASM260827v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_002608275.1_ASM260827v1_genomic_prodigal_proteins.faa	NA	242	232	96.41	3.98
GCA_000426925.1_Acir310F_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000426925.1_Acir310F_genomic_prodigal_proteins.faa	NA	244	243	97.21	0.40
GCA_000316115.1_ASM31611v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000316115.1_ASM31611v1_genomic_prodigal_proteins.faa	NA	244	235	97.21	3.59
GCA_000316605.1_ASM31660v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000316605.1_ASM31660v1_genomic_prodigal_proteins.faa	NA	237	233	94.42	1.59
GCA_001870905.1_ASM187090v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_001870905.1_ASM187090v1_genomic_prodigal_proteins.faa	NA	245	240	97.61	2.79
GCA_000332175.1_ASM33217v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000332175.1_ASM33217v1_genomic_prodigal_proteins.faa	NA	239	231	95.22	3.19
GCA_002367975.1_ASM236797v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_002367975.1_ASM236797v1_genomic_prodigal_proteins.faa	NA	245	243	97.61	0.80
GCA_000478195.2_ASM47819v2_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000478195.2_ASM47819v2_genomic_prodigal_proteins.faa	NA	244	228	97.21	7.17
GCA_000332195.1_ASM33219v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000332195.1_ASM33219v1_genomic_prodigal_proteins.faa	NA	248	239	98.80	3.59
GCA_000317105.1_ASM31710v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000317105.1_ASM31710v1_genomic_prodigal_proteins.faa	NA	248	245	98.80	1.20
GCA_000175415.3_ASM17541v3_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000175415.3_ASM17541v3_genomic_prodigal_proteins.faa	NA	243	243	96.81	0.00
GCA_000307915.1_ASM30791v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000307915.1_ASM30791v1_genomic_prodigal_proteins.faa	NA	242	241	96.41	0.40
GCA_000155635.1_ASM15563v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000155635.1_ASM15563v1_genomic_prodigal_proteins.faa	NA	251	251	100.00	0.00
GCA_000210375.1_ASM21037v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000210375.1_ASM21037v1_genomic_prodigal_proteins.faa	NA	243	243	96.81	0.00
GCA_002368115.1_ASM236811v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_002368115.1_ASM236811v1_genomic_prodigal_proteins.faa	NA	240	240	95.62	0.00
GCA_001904775.1_ASM190477v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_001904775.1_ASM190477v1_genomic_prodigal_proteins.faa	NA	245	241	97.61	1.59
GCA_000173555.1_ASM17355v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000173555.1_ASM17355v1_genomic_prodigal_proteins.faa	NA	230	226	91.63	1.59
GCA_000973065.1_ASM97306v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000973065.1_ASM97306v1_genomic_prodigal_proteins.faa	NA	243	240	96.81	1.20
GCA_001611905.1_ASM161190v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_001611905.1_ASM161190v1_genomic_prodigal_proteins.faa	NA	244	238	97.21	2.39
GCA_000332135.1_ASM33213v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000332135.1_ASM33213v1_genomic_prodigal_proteins.faa	NA	243	239	96.81	1.59
GCA_000176895.2_ASM17689v2_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000176895.2_ASM17689v2_genomic_prodigal_proteins.faa	NA	243	225	96.81	7.57
GCA_001904645.1_ASM190464v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_001904645.1_ASM190464v1_genomic_prodigal_proteins.faa	NA	246	243	98.01	1.20
GCA_000317535.1_ASM31753v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000317535.1_ASM31753v1_genomic_prodigal_proteins.faa	NA	244	237	97.21	3.19
GCA_002934005.1_ASM293400v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_002934005.1_ASM293400v1_genomic_prodigal_proteins.faa	NA	232	229	92.43	1.20
GCA_003003835.1_ASM300383v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_003003835.1_ASM300383v1_genomic_prodigal_proteins.faa	NA	231	218	92.03	5.18
GCA_001039555.1_WH8502_v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_001039555.1_WH8502_v1_genomic_prodigal_proteins.faa	NA	247	239	98.41	3.19
GCA_001039615.1_WH0401_v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_001039615.1_WH0401_v1_genomic_prodigal_proteins.faa	NA	245	237	97.61	3.19
GCA_000315565.1_ASM31556v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000315565.1_ASM31556v1_genomic_prodigal_proteins.faa	NA	244	241	97.21	1.20
GCA_001942495.1_ASM194249v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_001942495.1_ASM194249v1_genomic_prodigal_proteins.faa	NA	239	229	95.22	5.58
GCA_000317495.1_ASM31749v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000317495.1_ASM31749v1_genomic_prodigal_proteins.faa	NA	244	242	97.21	0.80
GCA_001298445.1_ASM129844v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_001298445.1_ASM129844v1_genomic_prodigal_proteins.faa	NA	235	223	93.63	4.78
GCA_003241845.1_ASM324184v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_003241845.1_ASM324184v1_genomic_prodigal_proteins.faa	NA	237	232	94.42	1.99
GCA_000167195.1_ASM16719v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000167195.1_ASM16719v1_genomic_prodigal_proteins.faa	NA	245	240	97.61	1.99
GCA_002897135.1_NcycadaeWK-1_v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_002897135.1_NcycadaeWK-1_v1_genomic_prodigal_proteins.faa	NA	244	242	97.21	0.80
GCA_001904715.1_ASM190471v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_001904715.1_ASM190471v1_genomic_prodigal_proteins.faa	NA	242	235	96.41	2.79
GCA_000204075.1_ASM20407v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000204075.1_ASM20407v1_genomic_prodigal_proteins.faa	NA	245	237	97.61	3.19
GCA_001650195.1_ASM165019v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_001650195.1_ASM165019v1_genomic_prodigal_proteins.faa	NA	245	239	97.61	2.79
GCA_003003795.1_ASM300379v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_003003795.1_ASM300379v1_genomic_prodigal_proteins.faa	NA	242	240	96.41	0.80
GCA_002368015.1_ASM236801v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_002368015.1_ASM236801v1_genomic_prodigal_proteins.faa	NA	246	237	98.01	3.98
GCA_001314865.1_ASM131486v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_001314865.1_ASM131486v1_genomic_prodigal_proteins.faa	NA	241	237	96.02	1.59
GCA_001895925.1_ASM189592v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_001895925.1_ASM189592v1_genomic_prodigal_proteins.faa	NA	237	232	94.42	1.99
GCA_003003695.1_ASM300369v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_003003695.1_ASM300369v1_genomic_prodigal_proteins.faa	NA	242	240	96.41	0.80
GCA_003242115.1_ASM324211v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_003242115.1_ASM324211v1_genomic_prodigal_proteins.faa	NA	229	217	91.24	5.18
GCA_003242125.1_ASM324212v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_003242125.1_ASM324212v1_genomic_prodigal_proteins.faa	NA	240	239	95.62	0.40
GCA_001890765.1_ASM189076v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_001890765.1_ASM189076v1_genomic_prodigal_proteins.faa	NA	245	243	97.61	0.80
GCA_000317615.1_ASM31761v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000317615.1_ASM31761v1_genomic_prodigal_proteins.faa	NA	244	241	97.21	1.20
GCA_002368135.1_ASM236813v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_002368135.1_ASM236813v1_genomic_prodigal_proteins.faa	NA	244	242	97.21	0.80
GCA_000180455.1_ASM18045v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_000180455.1_ASM18045v1_genomic_prodigal_proteins.faa	NA	242	239	96.41	1.20
GCA_002368075.1_ASM236807v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_002368075.1_ASM236807v1_genomic_prodigal_proteins.faa	NA	243	243	96.81	0.00
GCA_003003775.1_ASM300377v1_genomic_prodigal_proteins	..//ncbi/processing/prodigal_proteins/GCA_003003775.1_ASM300377v1_genomic_prodigal_proteins.faa	NA	246	237	98.01	3.59
