assembly_id	label	taxid	num_SCG_hits	uniq_SCG_hits	perc_comp	perc_redund	num_SCG_hits_after_len_filt	in_final_tree
GCA_000759855.1_ASM75985v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_A_marinus_N_MIT_9107_#_GCA_000759855.1	NA	243	241	96.81	1.20	233	Yes
GCA_000759865.1_ASM75986v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_A_marinus_N_MIT_9116_#_GCA_000759865.1	NA	243	240	96.81	1.59	233	Yes
GCA_000759875.1_ASM75987v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_A_marinus_S_EQPAC1_#_GCA_000759875.1	NA	241	241	96.02	0.00	236	Yes
GCA_000759885.1_ASM75988v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_A_marinus_J_GP2_#_GCA_000759885.1	NA	242	242	96.41	0.00	237	Yes
GCA_000759935.1_ASM75993v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_A_marinus_N_MIT_9123_#_GCA_000759935.1	NA	243	240	96.81	1.20	231	Yes
GCA_000759955.1_ASM75995v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_A_marinus_G_MIT_9201_#_GCA_000759955.1	NA	243	239	96.81	1.99	231	Yes
GCA_000759975.1_ASM75997v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_A_marinus_M_MIT_9302_#_GCA_000759975.1	NA	241	240	96.02	0.40	235	Yes
GCA_000760015.1_ASM76001v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_A_marinus_L_MIT_9311_#_GCA_000760015.1	NA	242	239	96.41	1.20	237	Yes
GCA_000760035.1_ASM76003v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_A_marinus_B_MIT_9314_#_GCA_000760035.1	NA	243	242	96.81	0.40	238	Yes
GCA_000760055.1_ASM76005v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_A_marinus_I_MIT_9321_#_GCA_000760055.1	NA	241	237	96.02	1.59	230	Yes
GCA_000760075.1_ASM76007v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_A_marinus_I_MIT_9322_#_GCA_000760075.1	NA	241	237	96.02	1.59	230	Yes
GCA_000760095.1_ASM76009v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_A_marinus_I_MIT_9401_#_GCA_000760095.1	NA	241	239	96.02	0.80	232	Yes
GCA_000760115.1_ASM76011v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_A_marinus_D_SB_#_GCA_000760115.1	NA	243	241	96.81	0.80	237	Yes
GCA_000760155.1_ASM76015v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_Prochlorococcus_marinus_LG_#_GCA_000760155.1	NA	237	237	94.42	0.00	233	Yes
GCA_000760175.1_ASM76017v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_D_Prochlorococcus_D_sp000760175_MIT_0601_#_GCA_000760175.1	NA	239	239	95.22	0.00	235	Yes
GCA_000760195.1_ASM76019v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_Prochlorococcus_sp000760215_MIT_0602_#_GCA_000760195.1	NA	238	237	94.82	0.40	232	Yes
GCA_000760215.1_ASM76021v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_Prochlorococcus_sp000760215_MIT_0603_#_GCA_000760215.1	NA	238	237	94.82	0.40	232	Yes
GCA_000760235.1_ASM76023v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_B_Prochlorococcus_B_marinus_B_PAC1_#_GCA_000760235.1	NA	235	232	93.63	1.20	228	Yes
GCA_000760255.1_ASM76025v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_Prochlorococcus_marinus_SS2_#_GCA_000760255.1	NA	238	237	94.82	0.40	233	Yes
GCA_000760275.1_ASM76027v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_Prochlorococcus_marinus_SS35_#_GCA_000760275.1	NA	237	237	94.42	0.00	233	Yes
GCA_000760295.1_ASM76029v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_C_Prochlorococcus_C_sp000760295_MIT_0701_#_GCA_000760295.1	NA	239	239	95.22	0.00	233	Yes
GCA_000760315.1_ASM76031v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_C_Prochlorococcus_C_sp000760295_MIT_0702_#_GCA_000760315.1	NA	239	239	95.22	0.00	232	Yes
GCA_000760335.1_ASM76033v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_C_Prochlorococcus_C_sp000760295_MIT_0703_#_GCA_000760335.1	NA	238	238	94.82	0.00	231	Yes
GCA_000760355.1_ASM76035v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_Prochlorococcus_marinus_SS51_#_GCA_000760355.1	NA	238	238	94.82	0.00	234	Yes
GCA_000760375.1_ASM76037v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_Prochlorococcus_marinus_SS52_#_GCA_000760375.1	NA	237	235	94.42	0.80	231	Yes
GCA_000763385.1_ASM76338v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Phormidesmiales_f_Phormidesmiaceae_g_Nodosilinea_Nodosilinea_sp000763385_KIOST-1_#_GCA_000763385.1	NA	247	238	98.41	4.78	228	Yes
GCA_000775285.1_ASM77528v1_genomic_prodigal_proteins	Neosynechococcus_sphagnicola_CAUP_A_1101_#_GCA_000775285.1	NA	246	211	98.01	14.74	200	Yes
GCA_000787675.1_ASM78767v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Microcystaceae_g_Microcystis_Microcystis_wesenbergii_NIES-44_#_GCA_000787675.1	NA	246	245	98.01	0.40	239	Yes
GCA_000789435.1_ASM78943v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Nostocaceae_g_Aphanizomenon_A_Aphanizomenon_A_sp001277295_2012/KM1/D3_#_GCA_000789435.1	NA	218	197	86.85	9.16	183	Yes
GCA_000817325.1_ASM81732v1_genomic_prodigal_proteins	Synechococcus_elongatus_UTEX_2973_#_GCA_000817325.1	NA	244	244	97.21	0.00	237	Yes
GCA_000829235.1_ASM82923v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Microcystaceae_g_Cyanothece_A_cyanobacterium_endosymbiont_of_Epithemia_turgida_isolate_EtSB_Lake_Yunoko_Cyanothece_A_sp000829235_#_GCA_000829235.1	NA	214	214	85.26	0.00	202	Yes
GCA_000952155.1_asmbly001_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Chroococcidiopsidaceae_g_Aliterella_Aliterella_atlantica_CENA595_#_GCA_000952155.1	NA	233	227	92.83	2.39	218	Yes
GCA_000973065.1_ASM97306v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Phormidiaceae_g_Arthrospira_s_Arthrospira_maxima_#_GCA_000973065.1	NA	243	240	96.81	1.20	231	Yes
GCA_000974245.1_ASM97424v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Phormidiaceae_g_Arthrospira_Arthrospira_maxima_TJSD091_#_GCA_000974245.1	NA	238	235	94.82	1.20	226	Yes
GCA_000981785.2_ASM98178v2_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Microcystaceae_g_Microcystis_Microcystis_aeruginosa_C_NIES-2549_#_GCA_000981785.2	NA	245	245	97.61	0.00	239	Yes
GCA_001007625.1_ASM100762v1_genomic_prodigal_proteins	Synechospongium_sp._142a_#_GCA_001007625.1	NA	229	222	91.24	2.79	207	Yes
GCA_001007635.1_ASM100763v1_genomic_prodigal_proteins	Synechospongium_spongiarum_15L_#_GCA_001007635.1	NA	229	224	91.24	2.39	213	Yes
GCA_001007665.1_ASM100766v1_genomic_prodigal_proteins	Synechospongium_sp._SP3_#_GCA_001007665.1	NA	230	224	91.63	2.39	218	Yes
GCA_001039265.1_ASM103926v1_genomic_prodigal_proteins	Cyanobium_sp._GFB01_#_GCA_001039265.1	NA	213	188	84.86	11.16	171	Yes
GCA_001039555.1_WH8502_v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Microcystaceae_g_Crocosphaera_Crocosphaera_watsonii_WH_8502_#_GCA_001039555.1	NA	247	239	98.41	3.19	228	Yes
GCA_001039615.1_WH0401_v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Microcystaceae_g_Crocosphaera_Crocosphaera_watsonii_WH_0401_#_GCA_001039615.1	NA	245	237	97.61	3.19	220	Yes
GCA_001040845.1_ASM104084v1_genomic_prodigal_proteins	Pseudosynechococcus_sp._WH_8020_#_GCA_001040845.1	NA	246	245	98.01	0.40	239	Yes
GCA_001180245.1_CLC_assembled_contigs_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_A_marinus_F_SCGC_AAA795-F05_#_GCA_001180245.1	NA	212	204	84.46	3.19	193	Yes
GCA_001180265.1_CLC_assembled_contigs_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_A_marinus_H_SCGC_AAA795-I06_#_GCA_001180265.1	NA	215	213	85.66	0.80	205	Yes
GCA_001180285.1_CLC_assembled_contigs_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_A_marinus_C_SCGC_AAA795-I15_#_GCA_001180285.1	NA	208	201	82.87	2.79	191	Yes
GCA_001180305.1_CLC_assembled_contigs_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_A_marinus_K_SCGC_AAA795-J16_#_GCA_001180305.1	NA	225	222	89.64	1.20	209	Yes
GCA_001180325.1_CLC_assembled_contigs_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_A_Prochlorococcus_A_marinus_R_SCGC_AAA795-M23_#_GCA_001180325.1	NA	217	214	86.45	1.20	201	Yes
GCA_001182765.1_WH8103.1_genomic_prodigal_proteins	Parasynechococcus_marenigrum_WH_8103_#_GCA_001182765.1	NA	247	245	98.41	0.80	234	Yes
GCA_001264245.1_ASM126424v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Microcystaceae_g_Microcystis_Microcystis_panniformis_FACHB-1757_#_GCA_001264245.1	NA	247	239	98.41	3.19	230	Yes
GCA_001275395.1_ASM127539v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Nostocaceae_g_Fischerella_Fischerella_sp000447295_MRB220_#_GCA_001275395.1	NA	247	237	98.41	3.98	230	Yes
GCA_001276715.1_ASM127671v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Oscillatoriaceae_g_Planktothricoides_Planktothricoides_sp001276715_SR001_#_GCA_001276715.1	NA	243	239	96.81	1.59	230	Yes
GCA_001277295.1_ASM127729v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Nostocaceae_g_Aphanizomenon_A_Aphanizomenon_A_sp001277295_WA102_#_GCA_001277295.1	NA	241	237	96.02	1.59	227	Yes
GCA_001298445.1_ASM129844v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Nostocaceae_g_Nostoc_B_Nostoc_B_piscinale_CENA21_#_GCA_001298445.1	NA	235	223	93.63	4.78	208	Yes
GCA_001314865.1_ASM131486v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Phormidesmiales_f_Phormidesmiaceae_g_Phormidesmis_Phormidesmis_priestleyi_Ana_Phormidesmis_priestleyi_B_#_GCA_001314865.1	NA	241	237	96.02	1.59	219	Yes
GCA_001314905.1_ASM131490v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Geitlerinemaceae_g_Phormidium_A_Phormidium_sp._OSCR_Phormidium_A_sp001314905_#_GCA_001314905.1	NA	246	243	98.01	1.20	234	Yes
GCA_001318385.1_ASM131838v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Microcystaceae_g_Synechocystis_Synechocystis_sp000284455_PCC_6803_substr._GT-G_#_GCA_001318385.1	NA	246	246	98.01	0.00	239	Yes
GCA_001402795.1_ASM140279v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Pseudanabaenales_f_Pseudanabaenaceae_g_Pseudanabaena_Pseudanabaena_sp001402795_Roaring_Creek_#_GCA_001402795.1	NA	235	225	93.63	4.78	212	Yes
GCA_001432185.1_ASM143218v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Nostocaceae_g_Raphidiopsis_Raphidiopsis_raciborskii_CR12_#_GCA_001432185.1	NA	244	242	97.21	0.80	233	Yes
GCA_001485215.1_ASM148521v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Leptolyngbyales_f_Leptolyngbyaceae_g_Leptolyngbya_Leptolyngbya_sp001485215_NIES-2104_#_GCA_001485215.1	NA	245	240	97.61	2.39	235	Yes
GCA_001521855.1_ASM152185v1_genomic_prodigal_proteins	Limnothrix_euryhalinus_PCC_73109_#_GCA_001521855.1	NA	245	241	97.61	1.99	235	Yes
GCA_001548095.1_Gm3709_assembly_1.0_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Cyanobacteriaceae_g_Geminocystis_Geminocystis_sp001548095_NIES-3708_#_GCA_001548095.1	NA	247	246	98.41	0.40	238	Yes
GCA_001548115.1_Gm3709_assembly_1.0_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Cyanobacteriaceae_g_Geminocystis_Geminocystis_sp001548115_NIES-3709_#_GCA_001548115.1	NA	243	241	96.81	0.80	237	Yes
GCA_001548375.1_ASM154837v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Nostocaceae_g_Trichormus_Trichormus_sp001548375_NIES-3756_#_GCA_001548375.1	NA	245	236	97.61	3.98	226	Yes
GCA_001548395.1_ASM154839v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Elainellales_f_Elainellaceae_g_O-77_O-77_sp001548395_O-77_#_GCA_001548395.1	NA	243	236	96.81	2.79	219	Yes
GCA_001548435.1_ASM154843v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Leptolyngbyales_f_Leptolyngbyaceae_g_Leptolyngbya_Leptolyngbya_sp001548435_NIES-3755_#_GCA_001548435.1	NA	244	241	97.21	1.20	231	Yes
GCA_001548455.1_ASM154845v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Nostocaceae_g_Fischerella_Fischerella_thermalis_NIES-3754_#_GCA_001548455.1	NA	246	243	98.01	1.20	235	Yes
GCA_001578075.1_ASM157807v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Microcystaceae_g_Microcystis_Microcystis_aeruginosa_B_NIES-88_#_GCA_001578075.1	NA	245	243	97.61	0.80	237	Yes
GCA_001586755.1_ASM158675v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Nostocaceae_g_Raphidiopsis_Raphidiopsis_brookii_ITEP-A1_#_GCA_001586755.1	NA	243	243	96.81	0.00	230	Yes
GCA_001586785.1_ASM158678v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Nostocaceae_g_Sphaerospermopsis_A_Sphaerospermopsis_A_aphanizomenoides_BCCUSP55_#_GCA_001586785.1	NA	230	218	91.63	4.78	190	Yes
GCA_001593825.1_AFA_UKL13PB_8cells_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Nostocaceae_g_UKL13-PB_Aphanizomenon_flos-aquae_UKL13-PB_UKL13-PB_sp001593825_#_GCA_001593825.1	NA	232	226	92.43	2.39	217	Yes
GCA_001597745.1_ASM159774v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Nostocaceae_g_Trichormus_Trichormus_sp001597745_4-3_#_GCA_001597745.1	NA	246	243	98.01	1.20	233	Yes
GCA_001597855.1_ASM159785v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Nostocaceae_g_Trichormus_Trichormus_sp001597745_ATCC_33047_#_GCA_001597855.1	NA	246	242	98.01	1.59	231	Yes
GCA_001611905.1_ASM161190v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Phormidiaceae_g_Arthrospira_Arthrospira_platensis_YZ_#_GCA_001611905.1	NA	244	238	97.21	2.39	227	Yes
GCA_001623485.1_ASM162348v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Nostocaceae_g_Nodularia_Nodularia_spumigena_CENA596_#_GCA_001623485.1	NA	242	238	96.41	1.59	230	Yes
GCA_001628295.1_ASM162829v1_genomic_prodigal_proteins	Parasynechococcus_sp._REDSEA-S01_B1_#_GCA_001628295.1	NA	237	234	94.42	1.20	220	Yes
GCA_001628325.1_ASM162832v1_genomic_prodigal_proteins	Parasynechococcus_sp._REDSEA-S02_B4_#_GCA_001628325.1	NA	236	234	94.02	1.20	219	Yes
GCA_001631935.1_ASM163193v1_genomic_prodigal_proteins	Pseudosynechococcus_sp._MIT_S9509_#_GCA_001631935.1	NA	247	245	98.41	0.80	237	Yes
GCA_001631965.1_ASM163196v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_C_Prochlorococcus_C_marinus_B_MIT_1303_#_GCA_001631965.1	NA	236	234	94.02	0.80	230	Yes
GCA_001631985.1_ASM163198v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_C_Prochlorococcus_C_marinus_B_MIT_1306_#_GCA_001631985.1	NA	238	236	94.82	0.80	230	Yes
GCA_001632005.1_ASM163200v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_C_Prochlorococcus_C_marinus_B_MIT_1312_#_GCA_001632005.1	NA	237	236	94.42	0.40	232	Yes
GCA_001632025.1_ASM163202v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_C_Prochlorococcus_C_marinus_B_MIT_1323_#_GCA_001632025.1	NA	237	237	94.42	0.00	233	Yes
GCA_001632045.1_ASM163204v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_C_Prochlorococcus_C_marinus_B_MIT_1318_#_GCA_001632045.1	NA	238	236	94.82	0.80	230	Yes
GCA_001632065.1_ASM163206v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_C_Prochlorococcus_C_marinus_B_MIT_1313_#_GCA_001632065.1	NA	238	236	94.82	0.80	230	Yes
GCA_001632075.1_ASM163207v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_C_Prochlorococcus_C_marinus_B_MIT_1320_#_GCA_001632075.1	NA	236	235	94.02	0.40	231	Yes
GCA_001632105.1_ASM163210v1_genomic_prodigal_proteins	Pseudosynechococcus_sp._MIT_S9504_#_GCA_001632105.1	NA	248	246	98.80	0.80	238	Yes
GCA_001632125.1_ASM163212v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_C_Prochlorococcus_C_marinus_B_MIT_1327_#_GCA_001632125.1	NA	237	236	94.42	0.40	232	Yes
GCA_001632145.1_ASM163214v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Synechococcales_f_Cyanobiaceae_g_Prochlorococcus_C_Prochlorococcus_C_marinus_B_MIT_1342_#_GCA_001632145.1	NA	238	238	94.82	0.00	234	Yes
GCA_001632165.1_ASM163216v1_genomic_prodigal_proteins	Pseudosynechococcus_sp._MIT_S9508_#_GCA_001632165.1	NA	249	247	99.20	0.80	239	Yes
GCA_001637315.1_ASM163731v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Geitlerinemaceae_g_Phormidium_A_Phormidium_A_willei_BDU_130791_#_GCA_001637315.1	NA	222	207	88.45	5.98	196	Yes
GCA_001650195.1_ASM165019v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Leptolyngbyales_f_Leptolyngbyaceae_g_Phormidesmis_A_Phormidesmis_A_priestleyi_B_BC1401_#_GCA_001650195.1	NA	245	239	97.61	2.79	234	Yes
GCA_001657325.1_ASM165732v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Geitlerinemaceae_g_Geitlerinema_Geitlerinema_sp._BBD_1991-9_Geitlerinema_sp001657325_#_GCA_001657325.1	NA	249	245	99.20	1.59	235	Yes
GCA_001672085.1_ASM167208v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Nostocaceae_g_Aphanizomenon_A_Anabaena_sp._AL93_Aphanizomenon_A_sp001277295_#_GCA_001672085.1	NA	238	233	94.82	1.99	226	Yes
GCA_001672095.1_ASM167209v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Nostocaceae_g_UKL13-PB_Aphanizomenon_flos-aquae_MDT14a_UKL13-PB_sp001593825_#_GCA_001672095.1	NA	242	237	96.41	1.99	226	Yes
GCA_001672155.1_ASM167215v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Nostocaceae_g_UKL13-PB_Anabaena_sp._WA113_UKL13-PB_sp001593825_#_GCA_001672155.1	NA	242	235	96.41	2.79	227	Yes
GCA_001672165.1_ASM167216v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Nostocaceae_g_UKL13-PB_Aphanizomenon_flos-aquae_LD13_UKL13-PB_sp001593825_#_GCA_001672165.1	NA	242	237	96.41	1.99	228	Yes
GCA_001672225.1_ASM167222v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Nostocaceae_g_LE011-02_Anabaena_sp._LE011-02_LE011-02_sp000312705_#_GCA_001672225.1	NA	238	235	94.82	1.20	225	Yes
GCA_001672255.1_ASM167225v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Nostocaceae_g_LE011-02_Anabaena_sp._AL09_LE011-02_sp000312705_#_GCA_001672255.1	NA	237	236	94.42	0.40	227	Yes
GCA_001676585.1_ASM167658v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Nostocaceae_g_Raphidiopsis_Raphidiopsis_raciborskii_CS505_#_GCA_001676585.1	NA	244	242	97.21	1.20	233	Yes
GCA_001693255.1_ASM169325v1_genomic_prodigal_proteins	Limnothrix_sp._PCC_7003_#_GCA_001693255.1	NA	245	242	97.61	1.20	236	Yes
GCA_001693275.1_ASM169327v1_genomic_prodigal_proteins	Limnothrix_euryhalinus_PCC_7117_#_GCA_001693275.1	NA	245	243	97.61	0.80	237	Yes
GCA_001693295.1_ASM169329v1_genomic_prodigal_proteins	Limnothrix_euryhalinus_PCC_8807_#_GCA_001693295.1	NA	245	242	97.61	1.20	236	Yes
GCA_001698425.1_ASM169842v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Phormidiaceae_g_Kamptonema_Oscillatoriales_cyanobacterium_USR001_Kamptonema_cyanobacterium_#_GCA_001698425.1	NA	213	210	84.86	1.20	205	Yes
GCA_001698435.1_ASM169843v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Nostocaceae_g_Nostoc_B_Nostoc_sp._MBR_210_Nostoc_B_sp001698435_#_GCA_001698435.1	NA	244	243	97.21	0.40	234	Yes
GCA_001704955.2_ASM170495v2_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Microcystaceae_g_Microcystis_Microcystis_aeruginosa_C_NIES-2481_#_GCA_001704955.2	NA	245	244	97.61	0.40	237	Yes
GCA_001706385.1_ASM170638v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Microcystaceae_g_Microcystis_Microcystis_aeruginosa_A_CACIAM_03_#_GCA_001706385.1	NA	242	220	96.41	10.36	210	Yes
GCA_001712795.1_ASM171279v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Nostocaceae_g_Nostoc_Nostoc_sp001712795_KVJ20_#_GCA_001712795.1	NA	242	234	96.41	3.59	221	Yes
GCA_001725075.1_ASM172507v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Microcystaceae_g_Microcystis_Microcystis_aeruginosa_A_NIES-98_#_GCA_001725075.1	NA	245	244	97.61	0.40	237	Yes
GCA_001746915.1_ASM174691v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Desertifilaceae_g_Desertifilum_Desertifilum_sp001746915_IPPAS_B-1220_#_GCA_001746915.1	NA	243	238	96.81	1.99	228	Yes
GCA_001747005.1_ASM174700v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Cyanobacteriaceae_g_Cyanobacterium_Cyanobacterium_sp002813895_IPPAS_B-1200_#_GCA_001747005.1	NA	245	243	97.61	0.80	235	Yes
GCA_001767235.1_ASM176723v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Coleofasciculaceae_g_Moorea_Moorea_producens_PAL-8-15-08-1_Moorea_producens_A_#_GCA_001767235.1	NA	244	233	97.21	5.58	217	Yes
GCA_001854205.1_ASM185420v1_genomic_prodigal_proteins	c_Cyanobacteriia_o_Cyanobacteriales_f_Coleofasciculaceae_g_Moorea_Moorea_producens_C_JHB_#_GCA_001854205.1	NA	243	226	96.81	7.97	210	Yes
